k,n_neighbors,min_dist,n_components,projection_arch,n_seeds,embedding_prefix,h1_top4_pct,h1_zero_topics,h1_zero_mass_pct,h1_top4_clusters,h2_cramers_v_raw,h2_jsd_raw,h2_centroid_raw,h2_knn_artist,h2_cramers_v_style,h2_jsd_style,h2_centroid_style,h2_knn_probes,h3_entropy_transparency,h3_entropy_ownership,h3_entropy_threat,h3_entropy_utility,h3_entropy_compensation,proj_r2,trustworthiness,pca_pc1,pca_pc2,n_public_chunks,n_artist_probes,n_public_probes,n_articles,min_cluster_size,avg_cluster_size
20,53,0.01,5,"(1024, 512, 256, 128)",30,query: ,99.9%,15/20,58.2%,"[13, 1, 7, 3]",0.740,0.364,2.003,0.999,0.734,0.308,3.754,0.834,0.137,-0.000,0.148,-0.000,0.295,0.9036,0.9162,66.6%,14.2%,1736,1259,750,125,10,86.8
