metric,raw,keyword,embedding,kw_reduction_pct,emb_reduction_pct
cramers_v,0.763854023381212,0.4895191259044399,0.4527026282225319,35.91457125046279,40.734405479906165
jsd,0.39137338125304466,0.1373251453689734,0.11112613439253677,64.91198636726267,71.6061082036932
centroid_dist,2.08091402053833,1.0124131441116333,1.5566424131393433,,
