n_neighbors,min_dist,n_components,n_seeds,trustworthiness_consensus,trustworthiness_mean_seeds,best_k,best_silhouette,best_ari_seed_consensus,best_min_cluster_size
27,0.05,10,10,0.9215877697474947,0.9414360982486325,60,0.6691569089889526,0.6814427101907433,7
27,0.05,12,10,0.9219062204527548,0.9415122979989746,65,0.662771463394165,0.6884566037667998,6
27,0.1,5,10,0.9233010897541647,0.9419887362311368,70,0.6382325887680054,0.6812282795927447,9
27,0.1,6,10,0.9222354464755027,0.9424363794309876,70,0.6176211833953857,0.6612396312897395,9
27,0.1,8,10,0.9198217530951766,0.9427058892675835,65,0.6242934465408325,0.693035540928507,2
27,0.1,10,10,0.9222070610833603,0.9430411151830234,65,0.6268065571784973,0.7039721013089848,9
27,0.1,12,10,0.9234911271716773,0.9430775687054502,70,0.6269380450248718,0.6834869389543634,6
27,0.2,5,10,0.9236393100501876,0.9442745751263372,65,0.5715200304985046,0.657038793336139,6
27,0.2,6,10,0.9255232986185553,0.945295260396456,65,0.5784306526184082,0.6723383462054288,10
27,0.2,8,10,0.9250316191005415,0.9457938436870998,70,0.5672173500061035,0.6491637551205752,10
27,0.2,10,10,0.923252957034312,0.9459402121268183,65,0.5580724477767944,0.6678289551060056,9
27,0.2,12,10,0.9241539650385474,0.945928109931392,60,0.562056303024292,0.6488574926318857,10
27,0.5,5,10,0.9309540363693681,0.9450379507127182,70,0.4360511898994446,0.6291524322167636,1
27,0.5,6,10,0.931236732612055,0.9502068527011872,65,0.4455548822879791,0.6317209523725642,10
27,0.5,8,10,0.9326668220627743,0.9536714823875878,45,0.4392548203468323,0.6374215938873258,10
27,0.5,10,10,0.9325231808470067,0.9542857600839939,45,0.4412062466144562,0.6497465820918491,10
27,0.5,12,10,0.9317222007383764,0.954765660220845,30,0.44437530636787415,0.6902079248445945,10
36,0.01,5,10,0.9205986000547226,0.9401530451292113,20,0.6922446489334106,0.7196185211428185,10
36,0.01,6,10,0.9190145170687485,0.9410109941632955,60,0.6629408597946167,0.6850810413116677,10
36,0.01,8,10,0.9178849120397921,0.9414098701462927,20,0.6820883750915527,0.6141923251867717,10
36,0.01,10,10,0.9188579187563325,0.9417364446394687,20,0.7048090100288391,0.6591365997038421,10
36,0.01,12,10,0.9208394194953545,0.9414232880881315,20,0.6734051704406738,0.7094278430696648,10
36,0.05,5,10,0.9218407448148794,0.9414654431783447,20,0.6617640256881714,0.688399886106788,10
36,0.05,6,10,0.9212303809631308,0.942424317309056,20,0.6494277715682983,0.7102670462360856,10
36,0.05,8,10,0.9230692200607025,0.942692540341208,25,0.640238344669342,0.6578837653615707,10
36,0.05,10,10,0.9208889547875247,0.9428448240740183,20,0.6514435410499573,0.6999024667887973,10
36,0.05,12,10,0.9205225494668333,0.9426099199264785,20,0.652009129524231,0.6913291913447275,10
36,0.1,5,10,0.9235194235116092,0.9428016916357935,60,0.6096379160881042,0.6811129197615629,10
36,0.1,6,10,0.9217980888059812,0.9438362445614146,20,0.6022363901138306,0.6900121608095622,10
36,0.1,8,10,0.9245223072448203,0.9443009256754665,20,0.6128839254379272,0.6560794870458788,10
36,0.1,10,10,0.922931678921364,0.9440137567855003,25,0.5970807075500488,0.6555231987275987,10
36,0.1,12,10,0.9221264688327281,0.9439309805294019,15,0.6020761728286743,0.5296950595554557,10
36,0.2,5,10,0.9253215508353432,0.9441218327746419,55,0.544660210609436,0.6726221559186387,10
36,0.2,6,10,0.9230937984708399,0.9458763305235136,20,0.5515085458755493,0.640745417663227,10
36,0.2,8,10,0.9239067783648545,0.946963542247593,20,0.5649961829185486,0.6922529114523569,10
36,0.2,10,10,0.9231110523366521,0.9468195470492885,25,0.5516873002052307,0.659065371016207,10
36,0.2,12,10,0.9228147088426841,0.9470095777878852,30,0.5548793077468872,0.6597483813407993,10
36,0.5,5,10,0.9310071114869114,0.9451488496569376,30,0.42602574825286865,0.6247231026085858,10
36,0.5,6,10,0.9320261359333016,0.9503503892806074,25,0.42618682980537415,0.6955109547544248,18
36,0.5,8,10,0.9320255348308798,0.9544677627658015,30,0.4347675144672394,0.6764824598832153,11
36,0.5,10,10,0.9328623807173467,0.9551591596766246,25,0.4340308904647827,0.680305666895163,18
36,0.5,12,10,0.9324809923622145,0.9553615241463957,45,0.4299734830856323,0.6451918578523603,11
50,0.01,5,10,0.9196006364561495,0.9401727946832269,20,0.6782790422439575,0.7212467276191797,10
50,0.01,6,10,0.920891626353844,0.9408917977793495,20,0.67256760597229,0.6951532114951355,10
50,0.01,8,10,0.9196700749173985,0.9409730579215616,25,0.643164873123169,0.6709028175213128,10
50,0.01,10,10,0.9177685653265868,0.9411422504428678,20,0.6647056341171265,0.7006706861710027,10
50,0.01,12,10,0.9204407772744102,0.9410404726713237,25,0.6755513548851013,0.6649524293896079,10
50,0.05,5,10,0.9208605471323296,0.9411796301082853,20,0.6274656057357788,0.7192063349656465,10
50,0.05,6,10,0.9217278266117838,0.9419916682751722,20,0.6333202123641968,0.6879035152239741,10
50,0.05,8,10,0.920948931451393,0.9422934439539894,25,0.6290467977523804,0.6585123017477867,10
50,0.05,10,10,0.921872402875763,0.9423490770962835,20,0.6205408573150635,0.6195853927709813,10
50,0.05,12,10,0.921184430022439,0.9420227185547182,20,0.6429693102836609,0.6995489076035033,10
50,0.1,5,10,0.9203282598062624,0.9422895813143528,30,0.5848014950752258,0.6806527156377774,10
50,0.1,6,10,0.9208286664409193,0.943185678089171,20,0.6043071746826172,0.7159337595395528,10
50,0.1,8,10,0.9221403832406412,0.9439380334644849,25,0.5739222764968872,0.6423651294735921,10
50,0.1,10,10,0.9210278762361281,0.9440085294207353,20,0.5988816022872925,0.6983359390002194,10
50,0.1,12,10,0.9212304700153415,0.943717829610617,20,0.6174572110176086,0.6734871022277319,10
50,0.2,5,10,0.9213462378891777,0.9437849015093682,55,0.5178797245025635,0.6441171273615603,10
50,0.2,6,10,0.9219672657431507,0.9454977873865114,20,0.5415964722633362,0.6839070112157302,10
50,0.2,8,10,0.9226994530190592,0.9463547078675625,25,0.5330933928489685,0.65997244215994,10
50,0.2,10,10,0.9223540194939742,0.9468381812243655,20,0.5493849515914917,0.666997834484655,10
50,0.2,12,10,0.9224586781045326,0.9466679779604684,20,0.5335644483566284,0.6654951575444633,11
50,0.5,5,10,0.9283728803069273,0.9441219196005475,25,0.38966792821884155,0.6753336083847616,26
50,0.5,6,10,0.930330581842655,0.9496122243750594,20,0.3933478891849518,0.6462202332029033,31
50,0.5,8,10,0.9304945492255018,0.9545859706702091,35,0.4010775089263916,0.6437472645272875,18
50,0.5,10,10,0.9308316786319444,0.9554485838138257,20,0.4154953062534332,0.6642300367411365,18
50,0.5,12,10,0.9308496449154415,0.9555488766397573,45,0.39991405606269836,0.626875474323745,14
