n_neighbors,min_dist,n_components,n_seeds,trustworthiness_consensus,trustworthiness_mean_seeds,best_k,best_silhouette,best_ari_seed_consensus,best_min_cluster_size
17,0.0425,4,5,0.9196009481388867,0.9355149076740075,70,0.7233770489692688,0.7057363014786064,6
17,0.0425,5,5,0.9198941525424295,0.9384779018052442,70,0.7157741785049438,0.6799061976278085,6
17,0.0425,6,5,0.9189139993859851,0.9386779754068962,70,0.7253145575523376,0.6841073466858729,6
17,0.0425,7,5,0.9201333245171645,0.9388725277714884,70,0.7346375584602356,0.6917408856357276,6
17,0.0425,8,5,0.9200678711423418,0.9387780211129433,70,0.6831954717636108,0.6579318349717702,6
17,0.0425,9,5,0.9205415398507529,0.9388525177397569,70,0.7096887230873108,0.6730138849325922,6
17,0.0425,10,5,0.918197529825255,0.938977110687668,70,0.7002081871032715,0.6985414853394667,6
17,0.0425,11,5,0.9215841853960163,0.938931453619271,70,0.7215754985809326,0.6974225031663779,6
17,0.0425,12,5,0.9212066930750997,0.9394923133471231,70,0.7112216949462891,0.6724244795624805,6
17,0.0425,13,5,0.9195726963250601,0.9391801719909869,70,0.7162207365036011,0.6986940009940764,6
17,0.05,4,5,0.9180302007214565,0.9357074563638601,70,0.7256269454956055,0.6931093473465239,6
17,0.05,5,5,0.9171952471944658,0.9388830849110603,70,0.7094306349754333,0.6915818280203122,6
17,0.05,6,5,0.9171312854441713,0.9382941737368556,60,0.7180250287055969,0.6780667598834662,6
17,0.05,7,5,0.9180576288023345,0.9392211938918198,60,0.7141932249069214,0.6692934387074224,6
17,0.05,8,5,0.9182060120483189,0.9390765152177982,70,0.7155054211616516,0.6982596849151423,6
17,0.05,9,5,0.9218070385531509,0.9393949392073953,70,0.6976366639137268,0.6779642671965386,6
17,0.05,10,5,0.9220440955378831,0.9393025163705792,70,0.7058049440383911,0.7113949483696942,6
17,0.05,11,5,0.9211142568804521,0.9390338191354054,70,0.7118302583694458,0.6884627754908905,6
17,0.05,12,5,0.9233232860176676,0.9396024531212465,20,0.69772869348526,0.5362451501950087,9
17,0.05,13,5,0.9221888499062837,0.9390744670169535,60,0.7086097598075867,0.6498568114662355,6
17,0.1,4,5,0.9202255603443382,0.9366124494545218,70,0.6865947842597961,0.675935435416056,6
17,0.1,5,5,0.9199753236324307,0.9406978220278213,60,0.6830335855484009,0.6923559319975527,6
17,0.1,6,5,0.9225221723307212,0.9403754975513982,70,0.6911493539810181,0.696990735048472,6
17,0.1,7,5,0.9206889657854728,0.9415086691213908,70,0.673175573348999,0.6914159705074392,4
17,0.1,8,5,0.9210976486431671,0.9410208989954242,70,0.6584779620170593,0.7044246377937378,6
17,0.1,9,5,0.9226006718544032,0.9411204192934287,60,0.6720358729362488,0.7013965058622043,6
17,0.1,10,5,0.9223491661484942,0.941279261721553,70,0.6495373249053955,0.6421029528133039,5
17,0.1,11,5,0.9234724707335475,0.9412241294979437,70,0.6779019832611084,0.6998399602554183,6
17,0.1,12,5,0.9226763884965026,0.9420243660206152,70,0.6763679385185242,0.6762431901738785,6
17,0.1,13,5,0.9199596949694628,0.9413503921748042,70,0.6772934198379517,0.6865943645115028,6
17,0.115,4,5,0.9202634075338616,0.9369273603344089,70,0.6879959106445312,0.6721079713507082,6
